ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,MntWines,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AmtTotal,%Wine_Share,Wine_Spend,Age,Purchase_Vol,Num_Children,Parent,Parent2,Loyalitas_Bulan,Education2,cluster,pca_x,pca_y
9360,1982,Graduate,Married,37040.0,0,0,2012-08-08,86,4,2,5,316,27.2,86,32,11,0,No,0,28.7,1.0,1,-0.6923664798105389,1.7137454132164716
5376,1979,Graduate,Married,2447.0,1,0,2013-06-01,1,0,28,0,1730,0.1,1,35,28,1,Yes,1,19.0,1.0,0,-0.15650722886700308,1.2790533314776316
1993,1949,Postgraduate,Married,58607.0,0,1,2012-12-23,867,2,3,9,972,89.2,867,65,14,1,Yes,1,24.2,2.0,0,2.1203643933087313,-0.06040663048037583
4047,1954,Postgraduate,Married,65324.0,0,1,2014-11-01,384,6,2,9,544,70.6,384,60,17,1,Yes,1,2.0,2.0,0,0.5724125082785744,-2.252491877919957
1409,1951,Graduate,Together,40689.0,0,1,2013-03-18,270,7,1,5,444,60.8,270,63,13,1,Yes,1,21.5,1.0,0,0.29047251659884066,0.21177259249056601
7892,1969,Graduate,Single,18589.0,0,0,2013-02-01,6,2,1,3,75,8.0,6,45,6,0,No,0,22.9,1.0,1,-1.7644201480112396,1.3584308378488086
2404,1976,Graduate,Married,53359.0,1,1,2013-05-27,173,5,1,4,257,67.3,173,38,10,2,Yes,1,19.2,1.0,1,-0.08216176380467607,-0.21068816190633824
9422,1989,Graduate,Married,38360.0,1,0,2013-05-31,36,2,1,4,131,27.5,36,25,7,1,Yes,1,19.0,1.0,1,-1.3490012525222728,0.5239433204212296
1966,1965,Postgraduate,Married,84618.0,0,0,2013-11-22,684,6,9,10,1672,40.9,684,49,25,0,No,0,13.3,2.0,0,1.535870054147868,-0.27646627238574445
6864,1989,Postgraduate,Divorced,10979.0,0,0,2014-05-22,8,3,0,3,30,26.7,8,25,6,0,No,0,7.3,2.0,1,-1.777637671825453,-0.8515315898618586
3033,1963,Postgraduate,Together,38620.0,0,0,2013-11-05,112,2,5,3,318,35.2,112,51,10,0,No,0,13.8,2.0,1,-0.9275399791066717,-0.21630163511214814
5710,1970,Graduate,Together,40548.0,0,1,2012-10-10,110,2,1,4,120,91.7,110,44,7,1,Yes,1,26.7,1.0,1,0.17631862341511925,0.17244070345995685
7373,1952,Postgraduate,Divorced,46610.0,0,2,2012-10-29,96,4,1,6,302,31.8,96,62,11,2,Yes,1,26.1,2.0,1,-0.6481800987298727,1.3156540580638634
8755,1946,Postgraduate,Married,68657.0,0,0,2013-02-20,482,3,5,9,1196,40.3,482,68,17,0,No,0,22.3,2.0,0,0.6718154480629773,0.7322501839242703
10738,1951,Postgraduate,Single,49389.0,1,1,2013-08-29,40,2,0,3,65,61.5,40,63,5,2,Yes,1,16.1,2.0,1,-0.9420276774655528,-0.5049145686122111
4339,1970,Postgraduate,Married,67353.0,0,1,2013-12-31,702,5,6,12,913,76.9,702,44,23,1,Yes,1,12.0,2.0,0,2.044899704547341,-1.1564046885751462
8595,1973,Graduate,Widow,42429.0,0,1,2014-11-02,55,1,1,3,67,82.1,55,41,5,1,Yes,1,1.9,1.0,1,-0.8616935297717422,-2.5875647842407243
2968,1943,Postgraduate,Divorced,48948.0,0,0,2013-01-02,437,7,10,5,902,48.4,437,71,22,0,No,0,23.9,2.0,0,1.1964271010213534,0.817901386921521
8601,1980,Graduate,Married,80011.0,0,1,2013-04-29,421,8,6,5,1395,30.2,421,34,19,1,Yes,1,20.1,1.0,0,0.4823088887187515,0.695102791827656
503,1985,Postgraduate,Married,20559.0,1,0,2013-12-03,13,2,0,3,53,24.5,13,29,5,1,Yes,1,12.9,2.0,1,-1.7618304944951642,-0.15724194997966556
8430,1957,Graduate,Together,21994.0,0,1,2012-12-24,9,0,0,3,22,40.9,9,57,3,1,Yes,1,24.2,1.0,1,-1.3655549825514564,0.8373207254195152
2139,1975,Postgraduate,Married,7500.0,1,0,2013-02-10,3,2,0,3,31,9.7,3,39,5,1,Yes,1,22.6,2.0,1,-1.8298598553376748,1.2796398568593654
1371,1976,Graduate,Single,79941.0,0,0,2014-06-28,123,2,4,9,984,12.5,123,38,15,0,No,0,6.1,1.0,1,-1.0902804715244596,-0.6317117409350632
7286,1968,Graduate,Together,41728.0,1,0,2013-05-24,13,2,0,2,55,23.6,13,46,4,1,Yes,1,19.3,1.0,1,-1.7125046140273095,0.6065637612715491
6566,1954,Postgraduate,Married,72550.0,1,1,2012-08-11,826,5,2,12,1319,62.6,826,60,19,2,Yes,1,28.6,2.0,0,2.0691313667915052,1.0347522089824923
8614,1957,Graduate,Widow,65486.0,0,1,2014-12-05,245,4,2,10,507,48.3,245,57,16,1,Yes,1,0.9,1.0,1,-0.223099473522873,-1.9458396313059763
4114,1964,Postgraduate,Married,79143.0,0,0,2012-11-08,650,6,9,13,1693,38.4,650,50,28,0,No,0,25.7,2.0,0,1.9685741424839656,1.2716981171390198
1331,1977,Graduate,Single,35790.0,1,0,2013-02-01,12,2,0,3,72,16.7,12,37,5,1,Yes,1,22.9,1.0,1,-1.6744482685104376,1.177463862986659
2225,1977,Graduate,Divorced,82582.0,0,0,2014-07-06,510,4,9,7,1617,31.5,510,37,20,0,No,0,5.8,1.0,0,0.42609223005828806,-1.0171987108293081
9381,1978,Graduate,Married,66373.0,1,1,2013-12-06,328,4,2,10,606,54.1,328,36,16,2,Yes,1,12.8,1.0,0,0.3253897811511959,-0.6590852126729342
6260,1955,Postgraduate,Together,82384.0,0,0,2012-11-19,984,3,10,13,1957,50.3,984,59,26,0,No,0,25.4,2.0,0,2.6590179655978705,0.9570717316100683
10383,1966,Graduate,Divorced,70287.0,0,0,2013-02-04,295,5,5,10,1093,27.0,295,48,20,0,No,0,22.8,1.0,0,0.32756160995436284,1.0968743375612036
7437,1988,Graduate,Single,27938.0,1,0,2014-04-28,13,1,0,4,29,44.8,13,26,5,1,Yes,1,8.1,1.0,1,-1.494842011258233,-1.121753608986082
8375,1968,Postgraduate,Married,55954.0,0,1,2014-03-03,447,8,2,6,518,86.3,447,46,16,1,Yes,1,10.0,2.0,0,1.0914666596012133,-1.629169175917235
6853,1982,Postgraduate,Single,75777.0,0,0,2013-04-07,712,3,6,11,1438,49.5,712,32,20,0,No,0,20.8,2.0,0,1.5051666606775431,0.38813826737640517
3076,1975,Graduate,Together,66653.0,1,1,2012-07-09,452,4,2,12,612,73.9,452,39,18,2,Yes,1,29.7,1.0,0,1.5013848206643228,0.9622464153995033
1012,1952,Graduate,Single,61823.0,0,1,2013-02-18,523,8,2,10,884,59.2,523,62,20,1,Yes,1,22.4,1.0,0,1.360151838430591,0.4020737618397866
6518,1951,Postgraduate,Widow,67680.0,0,1,2013-11-06,546,7,3,8,606,90.1,546,63,18,1,Yes,1,13.8,2.0,0,1.6116036432536036,-1.241362972084774
4137,1948,Graduate,Together,70666.0,0,0,2013-06-12,398,7,4,4,1076,37.0,398,66,15,0,No,0,18.6,1.0,0,0.19229427454585268,0.3453260300456793
8082,1971,Graduate,Married,25721.0,1,0,2013-05-21,1,1,1,2,34,2.9,1,43,4,1,Yes,1,19.3,1.0,1,-2.1230433747524886,1.0124492527580617
1386,1967,Graduate,Together,32474.0,1,1,2014-11-05,10,1,0,2,11,90.9,10,47,3,2,Yes,1,1.8,1.0,1,-0.9548967874714084,-2.7886794791121714
4477,1958,Graduate,Together,69096.0,0,1,2013-09-27,247,5,2,10,653,37.8,247,56,17,1,Yes,1,15.1,1.0,1,0.0027704920179259475,-0.05178588793768698
1357,1970,Graduate,Together,74854.0,1,2,2013-08-04,856,2,5,5,1562,54.8,856,44,12,3,Yes,1,16.9,1.0,0,1.1147516308468464,-0.27007402020764826
1402,1954,Postgraduate,Married,66991.0,0,0,2012-11-09,496,4,8,6,1253,39.6,496,60,18,0,No,0,25.7,2.0,0,0.8501082717655423,1.1570605140522203
6312,1959,Graduate,Married,65031.0,0,1,2013-03-17,258,10,3,13,863,29.9,258,55,26,1,Yes,1,21.5,1.0,0,0.7864497747456259,0.9511512913072376
8132,1975,Postgraduate,Married,60631.0,1,1,2013-05-04,565,9,2,8,661,85.5,565,39,19,2,Yes,1,19.9,2.0,0,1.7900690334030667,-0.42149189548405536
1050,1952,Graduate,Married,28332.0,0,0,2014-04-30,14,2,1,4,65,21.5,14,62,7,0,No,0,8.0,1.0,1,-1.7625101952018984,-0.657219012866481
5846,1977,Graduate,Divorced,40246.0,1,0,2012-12-19,2,1,0,2,13,15.4,2,37,3,1,Yes,1,24.4,1.0,1,-1.8515881920124735,1.3603651732279431
1859,1972,Postgraduate,Married,75251.0,0,0,2012-08-27,721,7,6,5,1890,38.1,721,42,18,0,No,0,28.1,2.0,0,1.312080484031345,1.4527440533181197
7503,1976,Graduate,Single,75825.0,0,0,2012-12-10,1032,5,8,9,2209,46.7,1032,38,22,0,No,0,24.7,1.0,0,2.330000774387365,0.8998411929178732
1618,1965,Graduate,Together,56046.0,0,0,2013-02-01,577,10,1,8,692,83.4,577,49,19,0,No,0,22.9,1.0,0,1.8444776077070582,-0.026723797924614868
3332,1985,Graduate,Single,29760.0,1,0,2012-08-29,64,3,1,4,165,38.8,64,29,8,1,Yes,1,28.1,1.0,1,-0.7850259329174955,1.3866745482719145
2261,1969,Graduate,Married,26304.0,1,0,2013-06-23,4,1,0,2,16,25.0,4,45,3,1,Yes,1,18.3,1.0,1,-1.8115914588901918,0.4513619785607403
4119,1963,Postgraduate,Together,38620.0,0,0,2013-11-05,112,2,5,3,318,35.2,112,51,10,0,No,0,13.8,2.0,1,-0.9275399791066717,-0.21630163511214814
535,1987,Graduate,Divorced,81361.0,0,0,2014-02-25,163,3,10,13,778,21.0,163,27,26,0,No,0,10.2,1.0,0,0.17093534512884206,-0.20310949464512779
5268,1960,Graduate,Married,29440.0,1,1,2013-11-08,17,1,0,4,56,30.4,17,54,5,2,Yes,1,13.7,1.0,1,-1.624876600868033,-0.17841101935914022
273,1970,Postgraduate,Married,36138.0,1,1,2013-07-16,130,3,1,4,151,86.1,130,44,8,2,Yes,1,17.5,2.0,1,-0.02200079914615918,-0.7967156115078239
4452,1957,Graduate,Single,50388.0,0,1,2014-05-28,292,6,1,6,372,78.5,292,57,13,1,Yes,1,7.1,1.0,0,0.32531436404724584,-1.8383245449596084
8504,1973,Graduate,Married,79593.0,0,0,2014-12-05,350,5,6,7,1366,25.6,350,41,18,0,No,0,0.9,1.0,1,-0.27677697735337253,-1.4892421260396436
771,1967,Graduate,Together,54178.0,0,1,2014-01-21,135,2,2,5,194,69.6,135,47,9,1,Yes,1,11.3,1.0,1,-0.3826387840646726,-1.1968648725134166
11178,1972,Postgraduate,Single,42394.0,1,0,2014-03-23,15,1,0,3,32,46.9,15,42,4,1,Yes,1,9.3,2.0,1,-1.5078666887236947,-1.031450206048736
2230,1970,Postgraduate,Married,23626.0,1,0,2014-05-24,27,3,1,3,43,62.8,27,44,7,1,Yes,1,7.3,2.0,1,-0.9809716908216295,-1.5489279049872622
7516,1983,Graduate,Married,30096.0,1,0,2014-05-22,5,2,0,3,45,11.1,5,31,5,1,Yes,1,7.3,1.0,1,-2.159800015955643,-0.5564165485551138
7247,1960,Graduate,Widow,47916.0,0,1,2012-11-22,505,7,4,6,606,83.3,505,54,17,1,Yes,1,25.3,1.0,0,1.5914985415674072,0.24386554692608753
11100,1972,Graduate,Divorced,51813.0,1,1,2013-11-04,51,2,0,3,63,81.0,51,42,5,2,Yes,1,13.9,1.0,1,-0.607638893766659,-1.1472947015772432
3037,1983,Postgraduate,Married,50150.0,0,0,2013-06-20,135,5,2,7,410,32.9,135,31,14,0,No,0,18.4,2.0,1,-0.4803643814294857,0.4118711623745194
1016,1959,Postgraduate,Single,34554.0,0,1,2014-03-30,41,2,0,3,55,74.5,41,55,5,1,Yes,1,9.1,2.0,1,-0.861500854949642,-1.5867390012519311
4518,1979,Graduate,Together,85693.0,0,1,2013-04-20,386,9,5,11,1169,33.0,386,35,25,1,Yes,1,20.4,1.0,0,0.9808261456113722,0.7403074569692467
9370,1945,Postgraduate,Married,65846.0,0,0,2013-05-17,562,6,3,6,1120,50.2,562,69,15,0,No,0,19.5,2.0,0,0.7765461404986977,0.18082763206168792
8908,1959,Graduate,Married,87195.0,0,0,2014-08-05,217,3,11,5,1097,19.8,217,55,19,0,No,0,4.9,1.0,1,-0.4630861595169188,-0.8824016942962991
8373,1979,Undergraduate,Together,24594.0,1,0,2013-10-12,1,1,0,3,29,3.4,1,35,4,1,Yes,1,14.6,0.0,1,-2.224272577476438,0.44711114864900037
7533,1964,Graduate,Married,49096.0,1,1,2013-09-24,144,4,1,4,187,77.0,144,50,9,2,Yes,1,15.2,1.0,1,-0.13503595089179427,-0.8813335778898751
2683,1969,Graduate,Married,52413.0,0,2,2013-02-02,295,6,4,12,910,32.4,295,45,22,2,Yes,1,22.9,1.0,0,0.5998124701737708,1.02366023030514
3629,1978,Graduate,Single,38557.0,1,0,2012-12-19,76,3,1,3,145,52.4,76,36,7,1,Yes,1,24.4,1.0,1,-0.6788430544319846,0.6720318195113271
10991,1960,Postgraduate,Married,89058.0,0,0,2012-07-12,454,5,4,4,850,53.4,454,54,13,0,No,0,29.6,2.0,0,0.6971312419707661,1.2998010404767233
5077,1979,Graduate,Together,77298.0,0,1,2013-02-11,425,6,6,11,969,43.9,425,35,23,1,Yes,1,22.6,1.0,0,1.1429111800506526,0.7635006398432277
7431,1991,Postgraduate,Single,68126.0,0,0,2012-10-11,1332,7,4,5,1820,73.2,1257,23,16,0,No,0,26.6,2.0,0,2.7977479379395755,0.5268287955819303
3267,1963,Postgraduate,Together,57288.0,0,1,2014-06-25,527,8,1,8,608,86.7,527,51,17,1,Yes,1,6.2,2.0,0,1.2481190192617557,-2.082032955738636
999,1991,Graduate,Single,86037.0,0,0,2013-02-01,490,6,7,11,730,67.1,490,23,24,0,No,0,22.9,1.0,0,1.7938457025999512,0.35038478596506306
9215,1980,Postgraduate,Married,43974.0,1,0,2012-12-12,378,6,4,6,551,68.6,378,34,16,1,Yes,1,24.6,2.0,0,0.9707614848023534,0.44819284320194447
2286,1962,Graduate,Single,50785.0,1,1,2013-10-09,64,2,1,3,114,56.1,64,52,6,2,Yes,1,14.7,1.0,1,-0.9453685107115182,-0.5563046706916125
1592,1970,Graduate,Married,90765.0,0,0,2014-01-24,547,4,6,5,1724,31.7,547,44,15,0,No,0,11.2,1.0,0,0.2061088631675005,-0.43718385398666787
9862,1969,Graduate,Together,21918.0,1,0,2013-11-14,1,2,0,3,33,3.0,1,45,5,1,Yes,1,13.5,1.0,1,-2.1732243095293646,0.33521627700229667
9805,1953,Postgraduate,Together,56129.0,0,1,2013-06-20,320,6,2,10,660,48.5,320,61,18,1,Yes,1,18.4,2.0,0,0.5057624309309283,0.13363304566234513
6205,1967,Postgraduate,Single,32557.0,1,0,2014-02-24,34,2,1,3,80,42.5,34,47,6,1,Yes,1,10.2,2.0,1,-1.3635931693947843,-0.8198463335600258
8442,1985,Postgraduate,Married,19510.0,2,0,2013-04-09,9,1,0,3,30,30.0,9,29,4,2,Yes,1,20.7,2.0,1,-1.5674914087407632,0.6471520282001223
7386,1976,Graduate,Divorced,30992.0,1,0,2013-04-22,17,1,0,3,43,39.5,17,38,4,1,Yes,1,20.3,1.0,1,-1.3836880190318495,0.4134024605267969
7215,1983,Graduate,Single,101970.0,0,0,2013-12-03,722,6,8,13,1135,63.6,722,31,27,0,No,0,12.9,1.0,0,2.1933638480547915,-0.750157291433826
11071,1984,Graduate,Single,79607.0,0,0,2013-04-21,450,3,6,6,1923,23.4,450,30,15,0,No,0,20.3,1.0,0,0.07796467780315082,0.808323037303545
3381,1953,Postgraduate,Married,54348.0,1,1,2014-08-06,70,2,0,4,90,77.8,70,61,6,2,Yes,1,4.8,2.0,1,-0.7606147551288448,-2.151505459747974
11051,1956,Postgraduate,Together,77376.0,1,1,2014-10-05,492,6,3,10,661,74.4,492,58,19,2,Yes,1,2.9,2.0,0,1.0416579619734847,-2.2081698209036253
8026,1952,Graduate,Married,62998.0,0,1,2013-09-30,120,5,4,5,463,25.9,120,62,14,1,Yes,1,15.0,1.0,1,-0.7202783807454175,0.1480789627328512
433,1958,Postgraduate,Alone,61331.0,1,1,2013-10-03,534,11,1,6,632,84.5,534,56,18,2,Yes,1,14.9,2.0,0,1.5095538302906324,-1.0008593556822178
9597,1969,Graduate,Married,73448.0,0,0,2014-10-02,236,7,2,9,725,32.6,236,45,18,0,No,0,3.0,1.0,1,-0.31603432112376345,-1.3691672573304614
5290,1964,Postgraduate,Married,41551.0,1,1,2013-08-14,220,5,1,5,279,78.9,220,50,11,2,Yes,1,16.6,2.0,1,0.2487501686337335,-0.7382719853259484
1685,1967,Postgraduate,Together,62981.0,0,0,2013-03-17,796,4,5,13,1482,53.7,796,47,22,0,No,0,21.5,2.0,0,1.9309444761591423,0.40284495260024694
5342,1976,Undergraduate,Divorced,9548.0,1,0,2012-08-08,0,1,0,3,29,0.0,0,38,4,1,Yes,1,28.7,0.0,1,-1.9580717779166168,2.1803728282378896
9579,1959,Postgraduate,Married,33762.0,2,1,2013-07-07,53,2,2,2,106,50.0,53,55,6,3,Yes,1,17.8,2.0,1,-1.007790846236135,-0.06968951474420873
7660,1973,Postgraduate,Alone,35860.0,1,1,2014-05-19,15,1,1,2,49,30.6,15,41,4,2,Yes,1,7.4,2.0,1,-1.8576377878532602,-0.9371551804433367
1461,1965,Postgraduate,Divorced,36921.0,1,1,2013-07-28,17,2,0,3,38,44.7,17,49,5,2,Yes,1,17.1,2.0,1,-1.2772431375110198,-0.056274206225915294
821,1992,Postgraduate,Single,92859.0,0,0,2012-10-19,962,5,4,12,2077,46.3,962,22,21,0,No,0,26.4,2.0,0,2.143207215168096,1.1037065169624962
11084,1976,Postgraduate,Together,65104.0,0,1,2013-11-14,738,3,5,7,1053,70.1,738,38,15,1,Yes,1,13.5,2.0,0,1.3469659542238088,-0.9312743140961699
8690,1962,Graduate,Married,86111.0,0,0,2013-04-19,399,5,7,10,1385,28.8,399,52,22,0,No,0,20.4,1.0,0,0.6740214522545758,0.7905598665971261
2937,1974,Postgraduate,Single,68352.0,0,1,2013-08-28,614,8,5,9,871,70.5,614,40,22,1,Yes,1,16.1,2.0,0,1.7675959436664173,-0.5500832173304399
9701,1988,Graduate,Together,41883.0,1,0,2013-03-19,32,4,2,3,312,10.3,32,26,9,1,Yes,1,21.4,1.0,1,-1.4533158660093761,1.1650361334225525
9949,1976,Graduate,Married,59809.0,0,2,2012-10-18,598,3,3,6,877,68.2,598,38,12,2,Yes,1,26.4,1.0,0,1.091901971038392,0.6106055588411581
10837,1975,Graduate,Married,23957.0,1,0,2012-10-28,2,2,0,3,68,2.9,2,39,5,1,Yes,1,26.1,1.0,1,-1.8767014743766726,1.8264596162505218
3120,1981,Graduate,Together,38547.0,1,0,2013-08-28,6,1,0,2,22,27.3,6,33,3,1,Yes,1,16.1,1.0,1,-1.8164555213956843,0.1461644802679111
4050,1966,Postgraduate,Married,49605.0,0,0,2014-06-21,42,2,1,4,127,33.1,42,48,7,0,No,0,6.3,2.0,1,-1.5314517015671272,-1.0872582531043589
3830,1953,Postgraduate,Married,59354.0,0,2,2014-04-24,295,4,4,7,459,64.3,295,61,15,2,Yes,1,8.2,2.0,0,0.26004792874389754,-1.410125935235501
7987,1969,Graduate,Married,65747.0,0,1,2014-07-03,346,8,1,6,460,75.2,346,45,15,1,Yes,1,5.9,1.0,0,0.5082090241047782,-1.899166506769675
92,1988,Graduate,Alone,34176.0,1,0,2014-12-05,5,3,0,4,89,5.6,5,26,7,1,Yes,1,0.9,1.0,1,-2.2444896756017347,-1.1847135206806232
7055,1952,Postgraduate,Together,61010.0,0,1,2012-09-10,888,8,5,11,1021,87.0,888,62,24,1,Yes,1,27.7,2.0,0,3.0461751825199768,0.49776218349322937
10240,1949,Graduate,Together,69372.0,0,0,2013-02-19,997,10,4,6,1381,72.2,997,65,20,0,No,0,22.3,1.0,0,2.5145024576325263,0.09938034603469123
3025,1958,Graduate,Single,49967.0,0,1,2013-08-07,212,6,1,5,306,69.3,212,56,12,1,Yes,1,16.8,1.0,1,0.14278599585060214,-0.5159031258089741
9283,1978,Graduate,Single,60199.0,1,2,2013-12-09,8,0,0,3,18,44.4,8,36,3,3,Yes,1,12.7,1.0,1,-1.5725624073914175,-0.5904139588406531
9970,1977,Graduate,Together,55375.0,0,1,2013-10-17,42,1,1,6,162,25.9,42,37,8,1,Yes,1,14.5,1.0,1,-1.388848928425515,0.033169833684537485
2730,1955,Graduate,Single,80317.0,0,0,2013-08-20,536,3,4,10,1231,43.5,536,59,17,0,No,0,16.4,1.0,0,0.6969417924148769,-0.03191696670014191
2795,1958,Postgraduate,Single,30523.0,2,1,2013-01-07,5,1,0,2,13,38.5,5,56,3,3,Yes,1,23.8,2.0,1,-1.427592308306577,0.8372996693494789
9260,1945,Postgraduate,Married,70356.0,0,0,2012-05-11,1349,10,6,9,1706,79.1,1257,69,25,0,No,0,31.7,2.0,0,3.787918757101776,1.1069761896756685
8182,1984,Graduate,Married,23228.0,1,0,2014-05-01,53,3,0,4,121,43.8,53,30,7,1,Yes,1,8.0,1.0,1,-1.2699972439382476,-1.0964877499421948
10095,1975,Postgraduate,Divorced,74165.0,0,0,2013-01-05,1001,5,4,10,1293,77.4,1001,39,19,0,No,0,23.8,2.0,0,2.5704091641481583,0.1643443701469158
8475,1973,Postgraduate,Married,118183.75,0,1,2014-01-03,20,0,22,0,1608,1.2,20,41,22,1,Yes,1,11.9,2.0,1,-0.7728636403881145,0.35500177595519833
4370,1966,Graduate,Together,43482.0,2,1,2013-11-13,18,2,0,4,88,20.5,18,48,6,3,Yes,1,13.6,1.0,1,-1.7261711969030056,0.013671785454918078
10573,1953,Graduate,Divorced,62551.0,0,0,2013-11-18,125,6,7,4,421,29.7,125,61,17,0,No,0,13.4,1.0,1,-0.42392055526696143,-0.0848617165355881
3712,1959,Graduate,Divorced,52332.0,0,0,2013-08-28,212,3,2,6,259,81.9,212,55,11,0,No,0,16.1,1.0,0,0.27771662305323075,-0.8554467337003913
6637,1988,Graduate,Single,66951.0,0,0,2013-02-11,277,3,4,7,1117,24.8,277,26,14,0,No,0,22.6,1.0,1,-0.2595044982996413,1.0558388894761699
3152,1957,Graduate,Together,26091.0,1,1,2014-02-25,15,2,1,3,89,16.9,15,57,6,2,Yes,1,10.2,1.0,1,-1.8793278199276002,-0.3175609338573802
5610,1965,Graduate,Together,33456.0,1,1,2014-04-21,7,1,0,3,36,19.4,7,49,4,2,Yes,1,8.3,1.0,1,-2.061493266013235,-0.61104626358297
6460,1982,Graduate,Married,28718.0,1,0,2013-07-13,12,2,0,3,57,21.1,12,32,5,1,Yes,1,17.6,1.0,1,-1.7168037873447348,0.46490681455964933
1349,1970,Graduate,Married,50447.0,2,0,2014-04-21,85,3,1,3,148,57.4,85,44,7,2,Yes,1,8.3,1.0,1,-0.9467410453058228,-1.3295550142809873
1880,1959,Postgraduate,Together,53537.0,1,1,2014-01-30,81,2,1,3,93,87.1,81,55,6,2,Yes,1,11.0,2.0,1,-0.4194810447947519,-1.6014305889452587
641,1967,Graduate,Single,52074.0,0,1,2014-04-04,59,2,2,2,119,49.6,59,47,6,1,Yes,1,8.9,1.0,1,-1.2131246137355167,-1.114338023174638
8717,1975,Postgraduate,Married,80427.0,0,1,2012-12-09,1149,11,8,8,1835,62.6,1149,39,27,1,Yes,1,24.7,2.0,0,3.2751226800187516,0.6312812475216744
10314,1948,Postgraduate,Married,83837.0,0,0,2012-12-16,847,9,10,5,1318,64.3,847,66,24,0,No,0,24.5,2.0,0,2.467028641647091,0.566759253196031
10854,1970,Postgraduate,Married,38853.0,1,1,2014-05-23,29,2,0,3,45,64.4,29,44,5,2,Yes,1,7.3,2.0,1,-1.1160058196635092,-1.600990720233862
10492,1959,Graduate,Together,38285.0,2,1,2014-06-24,2,0,0,3,10,20.0,2,55,3,3,Yes,1,6.2,1.0,1,-2.1937267215482117,-0.8809297044859161
7698,1976,Postgraduate,Married,51650.0,0,1,2014-11-05,152,4,1,4,191,79.6,152,38,9,1,Yes,1,1.8,2.0,1,-0.3862498651876232,-2.51674194351346
